feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
CAG552NOV	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.05541892	 0.16074611	-0.26048117	 0.10340812	-0.25956629	 0.21193359	0.02199840	0.28719153
CAG56	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02854154	 0.17607059	-0.26184939	 0.09789520	-0.24866416	 0.22532041	0.22524868	0.67481765
CAG582	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02485915	 0.16961803	-0.25672780	 0.10027424	-0.25288309	 0.21616287	0.28977243	0.72655085
CAG776	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.03062518	 0.17281976	-0.25274198	 0.10073264	-0.25286698	 0.21756915	0.18785386	0.63600483
CAG81	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.03264440	 0.17503272	-0.24929799	 0.11260853	-0.24681184	 0.22049133	0.16229951	0.60562124
CAG873	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01546385	 0.17465201	-0.26383025	 0.09492909	-0.25963043	 0.20283732	0.51026663	0.86058171
CAG95	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00375890	 0.17390622	-0.25880884	 0.10191289	-0.25515740	 0.20815125	0.87265063	0.97556964
COE1	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02911313	 0.17913120	-0.24774576	 0.11524849	-0.24053494	 0.23899094	0.25910502	0.69960007
Chao1	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.00597337	 0.17428081	-0.25777689	 0.10137094	-0.25459604	 0.20903906	0.78717949	0.95277889
Clostridium	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00092193	 0.17410811	-0.25745510	 0.10334273	-0.25427826	 0.20867608	0.96898798	0.99619210
ClostridiumQ	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.04586888	 0.17933028	-0.26016947	 0.09028302	-0.24891931	 0.24124774	0.05725528	0.43078097
D1663	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00969355	 0.17427140	-0.26220064	 0.09731648	-0.25686258	 0.21478697	0.69156626	0.92508727
Desulfovibrio	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01055389	 0.17159105	-0.26038985	 0.10222676	-0.25531419	 0.20559104	0.66566780	0.91816820
Dorea	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02539019	 0.17186897	-0.26492196	 0.09787006	-0.26023464	 0.19236224	0.28836476	0.72543749
Dubosiella	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02612053	 0.16559052	-0.24387674	 0.11219801	-0.24962539	 0.20060543	0.28873176	0.72556743
Duncaniella	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01558443	 0.17500926	-0.26305370	 0.09431284	-0.25938529	 0.20396741	0.50286656	0.85720934
Emergencia	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02313488	 0.17858411	-0.26986686	 0.08633420	-0.24981849	 0.23387058	0.39777694	0.80336988
EnterococcusD	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00779782	 0.17212525	-0.25839193	 0.10209724	-0.25536403	 0.20688715	0.75108083	0.94298814
ErysipelatoclostridiaceaeNOV	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02478466	 0.17481422	-0.26568863	 0.09780322	-0.26091843	 0.21493640	0.28921991	0.72602911
Erysipelatoclostridium	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01910665	 0.17406851	-0.26248821	 0.09981134	-0.26299940	 0.20349248	0.41625115	0.81295613
ErysipelotrichaceaeNOV	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00397998	 0.17375443	-0.25661594	 0.10366318	-0.25401834	 0.20522447	0.87225513	0.97556964
Escherichia	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02738397	 0.17014742	-0.26131390	 0.09412702	-0.25853123	 0.19503274	0.25587599	0.69765444
EubacteriumF	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.05246254	 0.16882169	-0.25089769	 0.11929717	-0.25023299	 0.20686761	0.02230406	0.28799872
EubacteriumG	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00296076	 0.17477121	-0.25683004	 0.10378439	-0.25333281	 0.21046130	0.90218686	0.98413123
EubacteriumJ	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02227371	 0.17153744	-0.26294174	 0.09510286	-0.26463952	 0.18957065	0.36705920	0.78646481
Evtepia	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00859806	 0.17441328	-0.25963811	 0.10039946	-0.25946247	 0.20179305	0.71777833	0.93430490
Flavonifractor	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01710173	 0.17446256	-0.26176776	 0.09609347	-0.26236127	 0.19818572	0.46849785	0.83996614
HungatellaA	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01532002	 0.17689401	-0.25546186	 0.10214996	-0.25354534	 0.21198250	0.51344176	0.86230890
Ileibacterium	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.03908331	 0.17651867	-0.25292215	 0.13935288	-0.24135508	 0.23290150	0.11210238	0.53365087
Kineothrix	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02350437	 0.17090499	-0.26100200	 0.09169601	-0.26443759	 0.18632803	0.35816773	0.78200553
Lachnospira	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01322130	 0.17720755	-0.26025396	 0.10057606	-0.25319565	 0.21750508	0.59125456	0.89435049
LachnospiraceaeNOV	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02782885	 0.16935388	-0.26285618	 0.10233323	-0.26022495	 0.20447050	0.23563989	0.68333198
Lactobacillus	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.03998646	 0.17239517	-0.24289696	 0.14861233	-0.23019088	 0.24110165	0.11266387	0.53467250
Lawsonibacter	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02691648	 0.17452404	-0.26670603	 0.08928114	-0.27121219	 0.19497357	0.25570592	0.69765444
Ligilactobacillus	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01453900	 0.16804986	-0.26865131	 0.08917104	-0.26310933	 0.19483851	0.66443355	0.91763480
Limosilactobacillus	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01440550	 0.17224284	-0.25227096	 0.11867013	-0.24463286	 0.22250394	0.56316861	0.88358996
Mailhella	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01487647	 0.17454917	-0.25414314	 0.10941452	-0.25419392	 0.20478746	0.52760438	0.86873082
MarseilleP3106	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02352758	 0.17560487	-0.25747845	 0.10410246	-0.25881412	 0.21040946	0.30033461	0.73639097
MuribaculaceaeNOV	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.03500354	 0.15943257	-0.26206456	 0.10898974	-0.25822266	 0.19726231	0.18197348	0.62951374
Muribaculum	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01011221	 0.17291198	-0.26114466	 0.09844628	-0.25671526	 0.20488168	0.67484536	0.92052885
Oscillibacter	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00074926	 0.17429785	-0.25732394	 0.10349701	-0.25403088	 0.20956849	0.97503704	0.99695793
OscillospiraceaeNOV	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01534258	 0.17237993	-0.26220069	 0.09317953	-0.26102916	 0.20097458	0.53138269	0.87002119
PCoA1	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.00093411	 0.17435370	-0.25716845	 0.10368998	-0.25384329	 0.21005228	0.97081419	0.99636871
PCoA2	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.03401590	 0.17987710	-0.25027522	 0.11146594	-0.23825758	 0.24982250	0.19052872	0.63796486
PCoA3	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.01832725	 0.16924616	-0.26002598	 0.09737508	-0.25832530	 0.20337235	0.46104649	0.83628874
Paramuribaculum	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00824783	 0.17336463	-0.26025883	 0.09978267	-0.25934205	 0.20335959	0.73738312	0.93985406
Parvibacter	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01305338	 0.17464881	-0.26378620	 0.09442277	-0.26007686	 0.21236880	0.59525214	0.89580384
Prevotella	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00038977	 0.17423711	-0.25766747	 0.10287653	-0.25442408	 0.20926349	0.98656552	0.99838463
Romboutsia	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02504121	 0.17056786	-0.25258133	 0.11104477	-0.25276396	 0.18647497	0.31523913	0.74795176
Roseburia	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00900655	 0.17556448	-0.26266048	 0.09763840	-0.25524854	 0.21149906	0.70476206	0.92961888
RuminiclostridiumE	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00873284	 0.17580348	-0.25813193	 0.10955803	-0.25285048	 0.21323656	0.72100621	0.93480685
Schaedlerella	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00573398	 0.17371609	-0.25933603	 0.09987644	-0.25803406	 0.20389312	0.81791655	0.96183335
Shannon	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.00183654	 0.17422101	-0.25704093	 0.10282551	-0.25382439	 0.20998890	0.93627848	0.99128698
Simpson	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.01573096	 0.17441061	-0.25254521	 0.10538358	-0.24897206	 0.21704176	0.49471816	0.85283869
Staphylococcus	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.03227364	 0.17279465	-0.25468489	 0.10358295	-0.25646629	 0.19671964	0.16004380	0.60275203
TF0111	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.03314279	 0.18171410	-0.25363492	 0.10799321	-0.24192542	 0.24406538	0.20505473	0.65258299
Turicibacter	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01130654	 0.17789030	-0.26124008	 0.10019690	-0.25953551	 0.21405272	0.65506329	0.91538849
UBA11940	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02541685	 0.16844864	-0.25973374	 0.09544231	-0.26158000	 0.20093440	0.30798978	0.74363401
UBA11957	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01206349	 0.17224552	-0.26358180	 0.09231984	-0.26192652	 0.19596323	0.65962477	0.91692367
UBA1394	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01263949	 0.17536497	-0.25814989	 0.10951924	-0.25608212	 0.20678343	0.59769301	0.89643291
UBA1405	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.03908017	 0.17460301	-0.25497571	 0.11892217	-0.23767759	 0.22145158	0.10372924	0.51984234
UBA2882	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00468960	 0.17395682	-0.25642087	 0.10644274	-0.25423007	 0.20775186	0.84768696	0.97005393
UBA3282	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00417534	 0.17376491	-0.25796833	 0.10181972	-0.25548453	 0.20789062	0.85774935	0.97269789
UBA3700	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01268746	 0.17193225	-0.25558690	 0.10280956	-0.25173149	 0.21360720	0.59878974	0.89656833
UBA3700NOV	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02424479	 0.17136739	-0.25162114	 0.10944125	-0.24057901	 0.23335893	0.32253114	0.75415401
UBA3818	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00339947	 0.17422159	-0.25648032	 0.10475395	-0.25230736	 0.21049498	0.88793357	0.97931937
UBA7160	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01035819	 0.17452708	-0.26160082	 0.09677481	-0.25554562	 0.21114591	0.66036296	0.91719458
UBA7173	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00654162	 0.17403192	-0.25599562	 0.10422875	-0.25204363	 0.21151551	0.78155986	0.95081263
UBA7182	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.02806093	 0.17924673	-0.25147915	 0.11311716	-0.24036039	 0.24514626	0.30805926	0.74365336
UBA946	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.03336050	 0.17239160	-0.27001485	 0.07824995	-0.26074974	 0.21427800	0.16606562	0.61169469
UBA9475	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.03137442	 0.16919616	-0.26961891	 0.08855404	-0.26574661	 0.19842103	0.20096086	0.64821024
UBA9502	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00727794	 0.17503990	-0.25414621	 0.10595646	-0.24987910	 0.21677427	0.77659877	0.94975199
UMGS1004	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.01379088	 0.17237314	-0.25613358	 0.10592152	-0.24651004	 0.22260210	0.57421128	0.88685518
UMGS1217	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00279687	 0.17403468	-0.25760303	 0.10235944	-0.25443681	 0.20827452	0.90370972	0.98425634
UMGS1370	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00367068	 0.17417309	-0.25942491	 0.10061609	-0.25722031	 0.20479590	0.88691183	0.97918334
UMGS1815	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.02201458	 0.17502337	-0.25021087	 0.11388370	-0.23149990	 0.23861259	0.42411898	0.81808235
UMGS1872	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00429244	 0.17417002	-0.25693697	 0.10351929	-0.25279818	 0.21224309	0.85821826	0.97269789
UMGS268	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.04595485	 0.16198775	-0.25770476	 0.09459614	-0.25383528	 0.21512717	0.05737774	0.43148572
X142	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.00035605	 0.17423989	-0.25753673	 0.10304417	-0.25425168	 0.20944300	0.98814221	0.99894206
X1XD4269	N	MetCage_XBreak.light	MetCage	XBreak.light	 0.01456071	 0.17633881	-0.25154431	 0.10948261	-0.25414546	 0.20828935	0.53388944	0.87079420
X1XD876	N	MetCage_XBreak.light	MetCage	XBreak.light	-0.00156583	 0.17432222	-0.25791731	 0.10245349	-0.25477246	 0.20879488	0.94614096	0.99242620
uniq	Y	MetCage_XBreak.light	MetCage	XBreak.light	-0.03135330	 0.18228589	-0.24862244	 0.11420650	-0.24068260	 0.22611981	0.21554642	0.66462796
AF3328	N	MetCage_YBreak	MetCage	YBreak	-0.01420979	 0.26300351	-0.15601042	 0.02928841	-0.47809271	-0.39467373	0.51919700	0.86551417
AM0715	N	MetCage_YBreak	MetCage	YBreak	-0.01218942	 0.26166494	-0.15559034	 0.02646205	-0.48413239	-0.39645187	0.61426116	0.90173488
ASF356	N	MetCage_YBreak	MetCage	YBreak	 0.07265722	 0.28451136	-0.14758809	 0.03930721	-0.45932034	-0.34699976	0.00283152	0.09702899
Acetatifactor	N	MetCage_YBreak	MetCage	YBreak	 0.01808772	 0.26576952	-0.15135608	 0.02493141	-0.47498200	-0.39392754	0.41764423	0.81345866
Acutalibacter	N	MetCage_YBreak	MetCage	YBreak	-0.00502484	 0.26390303	-0.15721535	 0.02482757	-0.48026821	-0.39364341	0.82301954	0.96326233
Adlercreutzia	N	MetCage_YBreak	MetCage	YBreak	-0.00988109	 0.26422124	-0.15032452	 0.03393186	-0.47238284	-0.39134892	0.67511902	0.92061288
Akkermansia	N	MetCage_YBreak	MetCage	YBreak	-0.02182386	 0.26583569	-0.15786931	 0.02190302	-0.47242473	-0.37479972	0.34371067	0.77169379
Alistipes	N	MetCage_YBreak	MetCage	YBreak	 0.00165478	 0.26343326	-0.15495955	 0.02741899	-0.47706873	-0.39028673	0.94525373	0.99228716
Anaerotignum	N	MetCage_YBreak	MetCage	YBreak	-0.00902962	 0.26508799	-0.15666490	 0.02600317	-0.47830017	-0.39032219	0.68896579	0.92424806
Anaerotruncus	N	MetCage_YBreak	MetCage	YBreak	 0.03657385	 0.26205135	-0.14068667	 0.04338503	-0.45845999	-0.36457671	0.10755341	0.52544101
AnaerovoracaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.00791581	 0.26395826	-0.15267799	 0.03067824	-0.47645283	-0.38828177	0.72219369	0.93489498
Angelakisella	N	MetCage_YBreak	MetCage	YBreak	 0.01247116	 0.26511619	-0.14810252	 0.03681118	-0.46833330	-0.38419509	0.59443666	0.89562116
Bacteroides	N	MetCage_YBreak	MetCage	YBreak	-0.05906739	 0.27292147	-0.13825674	 0.05666037	-0.46179064	-0.37903710	0.00903779	0.18753325
Bifidobacterium	N	MetCage_YBreak	MetCage	YBreak	-0.05172390	 0.28982858	-0.16340023	 0.03257940	-0.49097158	-0.37321013	0.04478211	0.39261578
BorkfalkiaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.02039820	 0.26741667	-0.15500647	 0.02997052	-0.48459598	-0.39981212	0.37538463	0.79127326
ButyricicoccaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.01702044	 0.26467200	-0.14788074	 0.03793420	-0.47162965	-0.38717555	0.44445508	0.82736860
CAG115	N	MetCage_YBreak	MetCage	YBreak	 0.00082645	 0.26394414	-0.15508227	 0.02759859	-0.47689197	-0.39034111	0.97107415	0.99636871
CAG145	N	MetCage_YBreak	MetCage	YBreak	-0.02946555	 0.26199844	-0.14988993	 0.02678802	-0.47526291	-0.39440039	0.19585631	0.64371475
CAG273	N	MetCage_YBreak	MetCage	YBreak	-0.00313173	 0.26361567	-0.15517295	 0.02720086	-0.47699766	-0.39062461	0.88864052	0.97953530
CAG274NOV	N	MetCage_YBreak	MetCage	YBreak	 0.02707053	 0.26882476	-0.15012069	 0.04977436	-0.47249256	-0.37177462	0.26554978	0.70580961
CAG303	N	MetCage_YBreak	MetCage	YBreak	 0.02169293	 0.26689073	-0.15209001	 0.03305637	-0.47860237	-0.38623685	0.33663281	0.76435991
CAG41	N	MetCage_YBreak	MetCage	YBreak	 0.03020444	 0.26572767	-0.14551772	 0.05609157	-0.47634587	-0.38303478	0.18627636	0.63406163
CAG475	N	MetCage_YBreak	MetCage	YBreak	-0.06467081	 0.25252089	-0.16602515	-0.01032491	-0.47819701	-0.38392131	0.00649382	0.15870243
CAG485	N	MetCage_YBreak	MetCage	YBreak	-0.04320999	 0.27215883	-0.14369506	 0.04610545	-0.45805026	-0.36799350	0.06983061	0.46112458
CAG510	N	MetCage_YBreak	MetCage	YBreak	 0.01556501	 0.26039119	-0.15579058	 0.03017025	-0.47623667	-0.39779979	0.50479103	0.85838094
CAG552NOV	N	MetCage_YBreak	MetCage	YBreak	-0.01850978	 0.25953459	-0.15615360	 0.02727488	-0.47868178	-0.38913967	0.42781433	0.82018174
CAG56	N	MetCage_YBreak	MetCage	YBreak	 0.01085075	 0.26477914	-0.15671477	 0.02519420	-0.47471566	-0.38402617	0.63008951	0.90678229
CAG582	N	MetCage_YBreak	MetCage	YBreak	-0.00512392	 0.26313101	-0.15495395	 0.02669689	-0.47673496	-0.38882740	0.81960759	0.96256712
CAG776	N	MetCage_YBreak	MetCage	YBreak	-0.02736853	 0.26273964	-0.15056903	 0.02553151	-0.47550388	-0.38294485	0.21995867	0.66933866
CAG81	N	MetCage_YBreak	MetCage	YBreak	 0.05068570	 0.26546245	-0.14287997	 0.04148157	-0.46579028	-0.37350980	0.02321262	0.29353446
CAG873	N	MetCage_YBreak	MetCage	YBreak	-0.05357380	 0.26304429	-0.13385100	 0.05447984	-0.45996305	-0.36889661	0.01698598	0.25375259
CAG95	N	MetCage_YBreak	MetCage	YBreak	 0.02164584	 0.26595207	-0.14817945	 0.03379065	-0.47277612	-0.38435164	0.33425295	0.76314576
COE1	N	MetCage_YBreak	MetCage	YBreak	 0.06806348	 0.27601290	-0.13333852	 0.05453820	-0.44597842	-0.32151539	0.00565774	0.14814853
Chao1	Y	MetCage_YBreak	MetCage	YBreak	-0.01456609	 0.26434475	-0.15586744	 0.02309157	-0.47778361	-0.39096880	0.48627217	0.84957573
Clostridium	N	MetCage_YBreak	MetCage	YBreak	-0.02474376	 0.26736692	-0.15889667	 0.01937009	-0.48034323	-0.37614756	0.27328381	0.71207675
ClostridiumQ	N	MetCage_YBreak	MetCage	YBreak	 0.03796572	 0.26821778	-0.15711898	 0.01694730	-0.47258949	-0.36338900	0.09993391	0.51275671
D1663	N	MetCage_YBreak	MetCage	YBreak	 0.00758625	 0.26412418	-0.15870675	 0.02288255	-0.47891759	-0.38587763	0.74565406	0.94114593
Desulfovibrio	N	MetCage_YBreak	MetCage	YBreak	-0.00315171	 0.26487052	-0.15424901	 0.02756029	-0.47670061	-0.38913023	0.89294208	0.98191487
Dorea	N	MetCage_YBreak	MetCage	YBreak	 0.01861771	 0.26582760	-0.14979977	 0.03121329	-0.47261667	-0.37797158	0.41609028	0.81295613
Dubosiella	N	MetCage_YBreak	MetCage	YBreak	-0.02652076	 0.27301835	-0.16933424	 0.01775086	-0.48233453	-0.38174138	0.25906586	0.69960007
Duncaniella	N	MetCage_YBreak	MetCage	YBreak	-0.04851606	 0.26179401	-0.13789913	 0.05404538	-0.46183066	-0.37406399	0.02899759	0.32341384
Emergencia	N	MetCage_YBreak	MetCage	YBreak	-0.00237430	 0.26363767	-0.15380595	 0.02900326	-0.47742000	-0.39273625	0.92749081	0.98941498
EnterococcusD	N	MetCage_YBreak	MetCage	YBreak	-0.00868305	 0.26641965	-0.15408888	 0.02839450	-0.47580581	-0.38765335	0.71331513	0.93240541
ErysipelatoclostridiaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.00599175	 0.26419384	-0.15705193	 0.02606941	-0.47846746	-0.38875317	0.78921671	0.95290190
Erysipelatoclostridium	N	MetCage_YBreak	MetCage	YBreak	-0.00552179	 0.26413674	-0.15370949	 0.02827910	-0.47447954	-0.38866191	0.80647524	0.95907992
ErysipelotrichaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.02556798	 0.26705139	-0.16104254	 0.02345415	-0.47919846	-0.36405954	0.27788595	0.71582219
Escherichia	N	MetCage_YBreak	MetCage	YBreak	-0.00999993	 0.26562237	-0.15375050	 0.03051756	-0.47546874	-0.38515169	0.66539854	0.91804790
EubacteriumF	N	MetCage_YBreak	MetCage	YBreak	-0.03557640	 0.26018472	-0.15002469	 0.03820862	-0.47368009	-0.39112012	0.10469157	0.52194740
EubacteriumG	N	MetCage_YBreak	MetCage	YBreak	 0.02155824	 0.26812173	-0.14974335	 0.03262272	-0.46947644	-0.38106486	0.34931001	0.77620764
EubacteriumJ	N	MetCage_YBreak	MetCage	YBreak	 0.03723002	 0.26859287	-0.14582350	 0.04083606	-0.46019588	-0.35746338	0.11439210	0.53676475
Evtepia	N	MetCage_YBreak	MetCage	YBreak	 0.02700898	 0.26341764	-0.14877057	 0.03570217	-0.46116258	-0.36700013	0.23298165	0.68156526
Flavonifractor	N	MetCage_YBreak	MetCage	YBreak	 0.00748816	 0.26397367	-0.15326375	 0.03035992	-0.47347385	-0.38546264	0.73923818	0.94030356
HungatellaA	N	MetCage_YBreak	MetCage	YBreak	 0.05129687	 0.27309200	-0.14775575	 0.02462442	-0.47431350	-0.38124380	0.02202118	0.28719153
Ileibacterium	N	MetCage_YBreak	MetCage	YBreak	-0.03776620	 0.26656649	-0.15098118	 0.06187664	-0.46476824	-0.36720390	0.10959514	0.52950077
Kineothrix	N	MetCage_YBreak	MetCage	YBreak	 0.04669643	 0.25732907	-0.16125784	 0.00471705	-0.49716363	-0.43599738	0.05690487	0.43039030
Lachnospira	N	MetCage_YBreak	MetCage	YBreak	 0.04702220	 0.27513035	-0.16598623	 0.01840480	-0.47323723	-0.36206163	0.04606627	0.39504920
LachnospiraceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.01686283	 0.26709585	-0.15196945	 0.02788198	-0.47361775	-0.38768496	0.45222613	0.83102334
Lactobacillus	N	MetCage_YBreak	MetCage	YBreak	-0.01447271	 0.26350650	-0.14990797	 0.04360626	-0.46835454	-0.37868274	0.55080214	0.87588144
Lawsonibacter	N	MetCage_YBreak	MetCage	YBreak	 0.00200684	 0.26405322	-0.15440428	 0.02833897	-0.47569676	-0.38915511	0.92927844	0.98985599
Ligilactobacillus	N	MetCage_YBreak	MetCage	YBreak	-0.01343438	 0.26972232	-0.14471765	 0.04044030	-0.46858895	-0.37658622	0.67247750	0.92044392
Limosilactobacillus	N	MetCage_YBreak	MetCage	YBreak	-0.00821782	 0.26299049	-0.15207526	 0.03610018	-0.47149533	-0.38260349	0.73114267	0.93777726
Mailhella	N	MetCage_YBreak	MetCage	YBreak	 0.01365150	 0.26373649	-0.15793910	 0.02148439	-0.47717741	-0.38604494	0.54561177	0.87399561
MarseilleP3106	N	MetCage_YBreak	MetCage	YBreak	 0.00581478	 0.26438188	-0.15497907	 0.02770084	-0.47794089	-0.38977819	0.78812251	0.95277889
MuribaculaceaeNOV	N	MetCage_YBreak	MetCage	YBreak	-0.02027973	 0.27280895	-0.15246519	 0.02383228	-0.47504481	-0.38329779	0.42202469	0.81650835
Muribaculum	N	MetCage_YBreak	MetCage	YBreak	-0.04313758	 0.26997049	-0.14032075	 0.04596607	-0.46721748	-0.37187776	0.06206882	0.44204018
Oscillibacter	N	MetCage_YBreak	MetCage	YBreak	 0.02703543	 0.26666904	-0.14580951	 0.04368150	-0.46394685	-0.37766523	0.23614088	0.68388771
OscillospiraceaeNOV	N	MetCage_YBreak	MetCage	YBreak	 0.01642615	 0.26609050	-0.15016024	 0.03780991	-0.47011093	-0.38162807	0.48348083	0.84756939
PCoA1	Y	MetCage_YBreak	MetCage	YBreak	-0.06735103	 0.27391074	-0.12604629	 0.07270821	-0.43855407	-0.33127308	0.00571241	0.14920918
PCoA2	Y	MetCage_YBreak	MetCage	YBreak	-0.02984431	 0.26914366	-0.14920475	 0.03417614	-0.46271585	-0.35452252	0.22829396	0.67720356
PCoA3	Y	MetCage_YBreak	MetCage	YBreak	-0.03445751	 0.25458782	-0.15978424	 0.01617118	-0.48467736	-0.40114151	0.14976078	0.58758055
Paramuribaculum	N	MetCage_YBreak	MetCage	YBreak	-0.06302629	 0.27109646	-0.13527380	 0.05157438	-0.44014077	-0.34698030	0.00731186	0.16774114
Parvibacter	N	MetCage_YBreak	MetCage	YBreak	 0.00669544	 0.26427462	-0.15817481	 0.02302536	-0.47987549	-0.38856066	0.77746204	0.94979322
Prevotella	N	MetCage_YBreak	MetCage	YBreak	-0.06745300	 0.26230341	-0.14065602	 0.05686632	-0.47256064	-0.39941432	0.00229332	0.08586288
Romboutsia	N	MetCage_YBreak	MetCage	YBreak	-0.00745670	 0.26523065	-0.15673256	 0.02484667	-0.47751814	-0.38361837	0.75367215	0.94376757
Roseburia	N	MetCage_YBreak	MetCage	YBreak	 0.00371528	 0.26352589	-0.15295091	 0.02949713	-0.47658512	-0.39127678	0.87029469	0.97553531
RuminiclostridiumE	N	MetCage_YBreak	MetCage	YBreak	 0.03030691	 0.26957789	-0.15667730	 0.05022193	-0.47128099	-0.37617298	0.19551108	0.64353185
Schaedlerella	N	MetCage_YBreak	MetCage	YBreak	 0.03245857	 0.26689310	-0.14477203	 0.04588998	-0.45611884	-0.35970283	0.17331701	0.62142776
Shannon	Y	MetCage_YBreak	MetCage	YBreak	 0.00405176	 0.26407899	-0.15625810	 0.02783798	-0.47819997	-0.39191668	0.85329556	0.97121811
Simpson	Y	MetCage_YBreak	MetCage	YBreak	-0.00666450	 0.26416647	-0.15301205	 0.02819382	-0.47464480	-0.38678011	0.76206020	0.94582469
Staphylococcus	N	MetCage_YBreak	MetCage	YBreak	 0.00922505	 0.26362342	-0.15417975	 0.02740126	-0.47741737	-0.39337486	0.67344205	0.92051577
