feature	full.pathway.name	is.community.feat	solution.age	std.error.age	pval.age	padj.age	solution.1D	solution.2D	solution.20	solution.40	std.error.1D	std.error.2D	std.error.20	std.error.40	pval.DR	padj.DR	herit	herit.se	herit.pval	herit.padj	PVE.Cohort	PVE.Quarter.Date	PVE.Cage	PVE.Batch	PVE.Mouse
PWY7316	PWY-7316: dTDP-N-acetylviosamine biosynthesis	N	-0.03811026	0.02821898	0.17683788	0.23665070	 0.01691723	-0.12616165	-0.02366362	-0.12365341	0.06273622	0.06151227	0.06112747	0.06342079	0.05874422	0.06191958	0.05203749	0.01628237	0.00155403	0.00362607	0.04989094	0.00752365	0.00000044	0.02303935	0.00000007
PWY7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	N	-0.01631323	0.02997755	0.58621134	0.64791780	-0.12919613	-0.21898887	-0.27493341	-0.16095071	0.06353064	0.06242662	0.06202595	0.06405580	0.00011960	0.00015117	0.02007016	0.01827351	0.21353448	0.24088807	0.05937184	0.01295482	0.00361569	0.02094739	0.02152228
PWY7328	PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	N	 0.00665100	0.03095253	0.82984893	0.85813924	 0.19257311	 0.21344739	 0.28705948	 0.32427065	0.06939224	0.06777093	0.06684590	0.06976809	0.00001517	0.00002169	0.03093122	0.02004621	0.08384257	0.10310370	0.02568713	0.00559140	0.00780922	0.07003915	0.02043185
PWY7345	PWY-7345: superpathway of anaerobic sucrose degradation	N	 0.03367905	0.03020303	0.26489366	0.33951160	 0.13420498	 0.38642026	 0.31213310	 0.57966224	0.07394364	0.07317772	0.07198612	0.07477900	0.00000000	0.00000000	0.05529574	0.02213461	0.00326045	0.00700867	0.03919166	0.00816213	0.02470833	0.04244903	0.01664684
PWY7356	PWY-7356: thiamine diphosphate salvage IV (yeast)	N	-0.09347532	0.03014013	0.00192679	0.00417472	-0.13141046	-0.19648449	-0.23223201	-0.33803402	0.06741822	0.06598423	0.06526722	0.06773722	0.00001231	0.00001778	0.01503739	0.01681043	0.28815598	0.31720396	0.04193041	0.00777940	0.01167286	0.05062876	0.00000022
PWY7357	PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	N	-0.11432539	0.02980463	0.00012538	0.00032291	 0.04250947	 0.16560554	-0.07739395	-0.05358150	0.06679719	0.06539569	0.06480723	0.06709907	0.00533738	0.00604608	0.00000037	0.00000001	1.00000000	1.00000000	0.03357113	0.00839358	0.00594743	0.03786974	0.03862014
PWY7383	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	N	-0.11454425	0.03262353	0.00044813	0.00108265	 0.09294453	-0.08181852	 0.20989695	 0.31472453	0.07244251	0.07139883	0.07032448	0.07324908	0.00000080	0.00000132	0.06492251	0.02388108	0.00126946	0.00315058	0.01660294	0.01326804	0.01472292	0.05000035	0.03237252
PWY7392	PWY-7392: taxadiene biosynthesis (engineered)	N	-0.00106725	0.02589334	0.96706339	0.97449343	 0.23799987	 0.61514504	 0.56900030	 0.78891587	0.07461314	0.07402290	0.07239530	0.07567517	0.00000000	0.00000000	0.10435003	0.02939207	0.00002326	0.00018879	0.01617534	0.00000003	0.02519312	0.05123068	0.06484725
PWY7400	PWY-7400: L-arginine biosynthesis IV (archaebacteria)	N	-0.05147961	0.02817789	0.06769685	0.09936150	 0.15823039	 0.35091464	 0.31249399	 0.52850653	0.07294243	0.07239482	0.07133734	0.07382239	0.00000000	0.00000000	0.03228223	0.02330093	0.12826454	0.15093198	0.01811594	0.00644105	0.02045949	0.02610000	0.05858698
PWY7456	PWY-7456: &beta;-(1,4)-mannan degradation	N	 0.00802323	0.03525524	0.81994315	0.85143909	 0.04449148	 0.10301096	 0.10446150	 0.14119483	0.06315066	0.06217399	0.06169099	0.06384422	0.17675940	0.18375918	0.03944528	0.02222400	0.05380171	0.07095588	0.06299034	0.02924552	0.00000008	0.01859552	0.04145716
PWY7560	PWY-7560: methylerythritol phosphate pathway II	N	 0.17414339	0.03510706	0.00000070	0.00000262	 0.31620266	 0.31631164	 0.42909676	 0.51305130	0.06943358	0.06885561	0.06780603	0.07030304	0.00000000	0.00000000	0.06403483	0.02332771	0.00034464	0.00122192	0.00116499	0.04444140	0.02483295	0.03360750	0.00000008
PWY7663	PWY-7663: gondoate biosynthesis (anaerobic)	N	 0.06838330	0.03920214	0.08118589	0.11665131	 0.22463604	 0.32613296	 0.26507503	 0.39459369	0.06889393	0.06838636	0.06728751	0.06991537	0.00000004	0.00000008	0.08645121	0.02713698	0.00025273	0.00102979	0.00603383	0.06607937	0.01489392	0.02836955	0.03678936
PWY7664	PWY-7664: oleate biosynthesis IV (anaerobic)	N	 0.19984334	0.02488878	0.00000000	0.00000000	 0.03265498	 0.11785755	 0.18193966	 0.46812421	0.07196978	0.07126978	0.07020684	0.07288692	0.00000000	0.00000000	0.04992199	0.02624371	0.04541909	0.06191364	0.00153136	0.00000008	0.02212367	0.03579584	0.05379292
PWY7688	PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	N	-0.03857992	0.03001541	0.19868694	0.26330842	-0.37935622	-0.42850020	-0.38712487	-0.45541463	0.06501447	0.06414338	0.06360731	0.06579405	0.00000000	0.00000000	0.04562957	0.02317291	0.02558519	0.03968612	0.03248698	0.01414400	0.00614091	0.02013055	0.02485631
PWY7761	PWY-7761: NAD salvage pathway II (PNC IV cycle)	N	-0.12822813	0.03560565	0.00031652	0.00077847	-0.06232145	-0.33301559	-0.31833679	-0.41363930	0.06649268	0.06589966	0.06524703	0.06713291	0.00000000	0.00000000	0.01484127	0.01735251	0.34245927	0.37247562	0.02877601	0.03715618	0.01811103	0.01638724	0.00596200
PWY7790	PWY-7790: UMP biosynthesis II	N	-0.10298481	0.03144785	0.00105984	0.00247114	-0.22553375	-0.46794492	-0.33015787	-0.69533956	0.06774678	0.06684080	0.06602440	0.06871065	0.00000000	0.00000000	0.09432841	0.02675758	0.00005882	0.00030955	0.00000008	0.01896923	0.01275139	0.03709417	0.00000005
PWY7791	PWY-7791: UMP biosynthesis III	N	-0.10282697	0.03145163	0.00107716	0.00247114	-0.22569858	-0.46785420	-0.33043468	-0.69509415	0.06771212	0.06680496	0.06599176	0.06867481	0.00000000	0.00000000	0.09409887	0.02673188	0.00005896	0.00030955	0.00000008	0.01902941	0.01267631	0.03699005	0.00000005
PWY7851	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	N	 0.14780767	0.03742541	0.00007825	0.00021799	 0.30347652	 0.50052868	 0.42149133	 0.64822951	0.06729417	0.06649664	0.06546617	0.06793029	0.00000000	0.00000000	0.03582257	0.02169288	0.07359462	0.09258678	0.00685258	0.05759295	0.02076641	0.04354670	0.03081038
PWY7953	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	N	 0.03289739	0.03829790	0.39033441	0.46837536	-0.04845807	 0.08282215	-0.07828294	-0.07449017	0.07576300	0.07521366	0.07390428	0.07653449	0.25675567	0.26351240	0.03226038	0.02150436	0.11967500	0.14266932	0.00102104	0.05122598	0.03190122	0.03709917	0.01729498
PWY7977	PWY-7977: L-methionine biosynthesis IV	N	 0.03366770	0.04333154	0.44276735	0.51656191	 0.19244067	 0.29312248	 0.28167359	 0.29813105	0.06372371	0.06249471	0.06151093	0.06447834	0.00000070	0.00000118	0.08551560	0.02441616	0.00003808	0.00023684	0.00219784	0.11894634	0.00260771	0.05574801	0.01958310
PWY8004	PWY-8004: Entner-Doudoroff pathway I	N	 0.15607686	0.02852828	0.00000004	0.00000020	 0.39966214	 0.57482790	 0.57144261	 0.73613837	0.06748898	0.06673242	0.06566159	0.06854933	0.00000000	0.00000000	0.11803825	0.02906008	0.00000115	0.00002539	0.00806607	0.00936350	0.01273553	0.04160730	0.03211362
PWY801	PWY-801: homocysteine and cysteine interconversion	N	-0.07437415	0.02785180	0.00757625	0.01426424	 0.15021768	 0.48461679	 0.52315140	 0.66042756	0.07379776	0.07302075	0.07169201	0.07480951	0.00000000	0.00000000	0.09440659	0.02694882	0.00003459	0.00023674	0.02492932	0.00276121	0.02082828	0.04870028	0.03506487
PWY8073	PWY-8073: lipid IVA biosynthesis (P. putida)	N	 0.07291583	0.02983028	0.01451008	0.02539264	-0.14794022	-0.02476179	-0.14607418	 0.11840902	0.07476649	0.07429349	0.07315400	0.07576156	0.00307878	0.00354644	0.06138470	0.02312032	0.00055168	0.00163706	0.00828643	0.00936013	0.02864314	0.02847285	0.00000011
PWY8131	PWY-8131: 5'-deoxyadenosine degradation II	N	-0.16860751	0.02565156	0.00000000	0.00000000	-0.15742705	-0.03183021	-0.11287307	-0.13454835	0.07038968	0.06952758	0.06886359	0.07120175	0.12142920	0.12701215	0.03526643	0.02224152	0.08826050	0.10804985	0.00000009	0.00166229	0.01793703	0.02660561	0.01684447
PWY8178	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	N	-0.10553974	0.03654273	0.00387603	0.00778055	-0.09893784	-0.32866699	-0.34979155	-0.27389392	0.06864008	0.06747439	0.06649821	0.06938068	0.00000001	0.00000003	0.07418663	0.02429148	0.00031103	0.00115914	0.01542105	0.03004885	0.01170837	0.05485039	0.00519272
PWY8187	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	N	-0.26545311	0.03669148	0.00000000	0.00000000	 0.26366160	 0.11831769	 0.01903003	-0.24075874	0.06552235	0.06475874	0.06377618	0.06626795	0.00000000	0.00000000	0.05159792	0.02251994	0.00834269	0.01538888	0.08824276	0.03639353	0.01210077	0.03527944	0.04641684
PWY821	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	N	 0.19333009	0.02599549	0.00000000	0.00000000	-0.07956514	-0.01379025	-0.06629211	 0.32619846	0.07535259	0.07461082	0.07344212	0.07616284	0.00000071	0.00000119	0.03763739	0.02180180	0.06135951	0.07976736	0.00000009	0.00000009	0.03523926	0.04303797	0.00284839
PWY841	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	N	-0.07055418	0.03228730	0.02887585	0.04692325	 0.35803729	 0.41078207	 0.48722991	 0.40635093	0.06876454	0.06746306	0.06657975	0.06956532	0.00000000	0.00000000	0.07326550	0.02640381	0.00094614	0.00253232	0.00000008	0.01475193	0.00141789	0.05104470	0.06415694
PWY922	PWY-922: mevalonate pathway I (eukaryotes and bacteria)	N	 0.00624479	0.02748117	0.82025084	0.85143909	 0.22247859	 0.66343887	 0.51596599	 0.78871420	0.07302215	0.07256826	0.07093276	0.07416247	0.00000000	0.00000000	0.12334404	0.03144818	0.00000195	0.00003130	0.01829234	0.00437325	0.02026299	0.04435755	0.07544833
PWYI9	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	N	-0.09688826	0.03183353	0.00233192	0.00493500	 0.08182761	 0.44030836	 0.13203119	 0.33230131	0.06922638	0.06858376	0.06775713	0.07008704	0.00000000	0.00000000	0.04139470	0.02397152	0.05550943	0.07285613	0.02051888	0.01825847	0.01143060	0.02147876	0.05647169
PYRIDNUCSYNPWY	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	N	 0.03331142	0.04681321	0.47674496	0.54456642	 0.01380650	 0.00545706	 0.20600052	 0.12872055	0.06602893	0.06506854	0.06383779	0.06703246	0.00572656	0.00646013	0.11112597	0.03060244	0.00008795	0.00044462	0.01734904	0.10126118	0.00000008	0.05032365	0.07740274
PYRIDOXSYNPWY	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	N	 0.02206182	0.02927141	0.45105476	0.51956941	-0.07813459	-0.05379626	 0.06774346	 0.37234431	0.06795223	0.06702427	0.06636640	0.06883116	0.00000000	0.00000000	0.06422023	0.02414438	0.00245309	0.00548930	0.02057579	0.00915715	0.00937940	0.02706190	0.01001593
RHAMCATPWY	RHAMCAT-PWY: L-rhamnose degradation I	N	-0.17676376	0.03388691	0.00000018	0.00000076	-0.05073228	-0.31401511	-0.30493418	-0.44773508	0.06739212	0.06615896	0.06519974	0.06807457	0.00000000	0.00000000	0.05972354	0.02491444	0.00492124	0.00959641	0.00247160	0.02436563	0.00597832	0.05750812	0.05711306
RIBOSYN2PWY	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	N	-0.15642981	0.02602289	0.00000000	0.00000001	-0.10424799	-0.02466378	-0.22698147	-0.36684180	0.06685344	0.06551176	0.06490229	0.06734399	0.00000010	0.00000018	0.02448201	0.01854438	0.11863817	0.14205360	0.03721456	0.00075098	0.01111389	0.04250361	0.00000016
SALVADEHYPOXPWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	N	-0.09839649	0.03006875	0.00106558	0.00247114	-0.11304245	-0.37091369	-0.24699063	-0.12814165	0.07348748	0.07239721	0.07136691	0.07418321	0.00000348	0.00000531	0.04235007	0.02261824	0.02782317	0.04243422	0.00191072	0.00675391	0.02032166	0.05219517	0.02800408
SERGLYSYNPWY	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	N	 0.04868815	0.03417246	0.15564869	0.21352810	-0.02779618	-0.30606722	-0.23299520	-0.33335612	0.07196188	0.07109259	0.06985741	0.07294716	0.00000016	0.00000028	0.08828637	0.02905120	0.00032829	0.00117926	0.00265846	0.02288790	0.00877945	0.04693597	0.08810665
SO4ASSIMPWY	SO4ASSIM-PWY: assimilatory sulfate reduction I	N	 0.18461337	0.02666074	0.00000000	0.00000000	-0.19231513	-0.14590766	-0.11800614	 0.20191937	0.07580890	0.07552859	0.07416485	0.07682185	0.00000538	0.00000806	0.05309714	0.02386437	0.01430383	0.02410460	0.00513206	0.00298335	0.03781029	0.02935036	0.00562409
SULFATECYSPWY	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	N	 0.17449255	0.02659921	0.00000000	0.00000000	-0.18275862	-0.16943460	-0.11353483	 0.17448746	0.07578574	0.07541007	0.07411057	0.07675800	0.00002311	0.00003203	0.04889161	0.02288705	0.01541989	0.02551291	0.00735358	0.00242018	0.03715223	0.03101446	0.00000004
TCA	TCA: TCA cycle I (prokaryotic)	N	 0.19550456	0.02530980	0.00000000	0.00000000	-0.03174672	 0.03550515	 0.05167134	 0.34731452	0.07456998	0.07398855	0.07276751	0.07547781	0.00000948	0.00001391	0.04273348	0.02349356	0.04260634	0.06058089	0.00000009	0.00000010	0.03146513	0.03672553	0.03513199
THISYNARAPWY	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	N	-0.11902714	0.02859410	0.00003142	0.00009221	 0.07754782	 0.24738173	 0.00804689	 0.02162222	0.06655048	0.06523157	0.06466835	0.06694049	0.00127932	0.00149895	0.00000004	0.01955709	0.99528587	1.00000000	0.03391025	0.00662248	0.00321595	0.03259256	0.06411711
THRESYNPWY	THRESYN-PWY: superpathway of L-threonine biosynthesis	N	 0.04823142	0.03512086	0.16965377	0.22815507	 0.36140665	 0.13733395	 0.38563337	 0.55305808	0.07024396	0.06913628	0.06819919	0.07089550	0.00000000	0.00000000	0.04441745	0.02246093	0.02754745	0.04224974	0.00000008	0.03124116	0.01555233	0.05052962	0.02341027
TRNACHARGINGPWY	TRNA-CHARGING-PWY: tRNA charging	N	-0.21759558	0.03148936	0.00000000	0.00000000	 0.15150099	-0.16994064	 0.13440104	-0.09734483	0.07594937	0.07543386	0.07388902	0.07698610	0.00006878	0.00008984	0.10135300	0.02654154	0.00000043	0.00001267	0.01056291	0.01203101	0.03308594	0.04669713	0.00000004
UDPNAGSYNPWY	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	N	 0.17900335	0.02975960	0.00000000	0.00000001	 0.43420918	 0.63075544	 0.63142456	 0.86317228	0.06720962	0.06625098	0.06491896	0.06797838	0.00000000	0.00000000	0.08376437	0.02784576	0.00027328	0.00108124	0.00400872	0.01264272	0.01571515	0.07213459	0.07241263
Uniqueness	NA	Y	 0.09403263	0.02928378	0.00132311	0.00301008	 0.06890258	-0.19944966	-0.12633961	-0.08883653	0.07876060	0.07855690	0.07680680	0.07973750	0.01238088	0.01368413	0.05540810	0.02418353	0.00887534	0.01615311	0.03475751	0.00636151	0.04142659	0.03605786	0.02154278
VALSYNPWY	VALSYN-PWY: L-valine biosynthesis	N	-0.19111266	0.03244563	0.00000000	0.00000002	-0.25874793	-0.66152075	-0.45568750	-0.84042726	0.06673782	0.06620889	0.06498518	0.06776090	0.00000000	0.00000000	0.12079574	0.02855633	0.00000040	0.00001267	0.00650998	0.02922856	0.02344230	0.04208906	0.00048360
X1CMET2PWY	1CMET2-PWY: folate transformations III (E. coli)	N	 0.02404225	0.04440542	0.59214945	0.65057086	 0.19454819	 0.29032379	 0.28789610	 0.29591108	0.06395439	0.06283672	0.06186510	0.06474539	0.00000076	0.00000126	0.08496185	0.02421535	0.00003817	0.00023684	0.00404722	0.13175886	0.00466202	0.05030190	0.01767920
